time,temperature,tga,dtga,dtga_5
4365,815.45,3.70504,-2.02E-04,-0.00101
4370,815.65,3.70401,-2.06E-04,-0.00103
4375,816.15,3.70302,-1.98E-04,-9.90E-04
4380,816.55,3.70204,-1.96E-04,-9.80E-04
4385,817.15,3.70104,-2.00E-04,-1.00E-03
4390,817.55,3.7001,-1.88E-04,-9.40E-04
4395,818.15,3.6992,-1.80E-04,-9.00E-04
4400,818.35,3.69824,-1.92E-04,-9.60E-04
4405,818.55,3.6973,-1.88E-04,-9.40E-04
4410,819.05,3.69633,-1.94E-04,-9.70E-04
4415,819.45,3.69529,-2.08E-04,-0.00104
4420,820.25,3.6944,-1.78E-04,-8.90E-04
4425,820.45,3.6934,-2.00E-04,-1.00E-03
4430,821.05,3.6924,-2.00E-04,-1.00E-03
4435,821.45,3.6914,-2.00E-04,-1.00E-03
4440,821.75,3.6904,-2.00E-04,-1.00E-03
4445,822.05,3.68941,-1.98E-04,-9.90E-04
4450,822.35,3.68849,-1.84E-04,-9.20E-04
4455,822.85,3.68756,-1.86E-04,-9.30E-04
4460,823.25,3.68663,-1.86E-04,-9.30E-04
4465,823.75,3.68567,-1.92E-04,-9.60E-04
4470,824.25,3.68476,-1.82E-04,-9.10E-04
4475,824.85,3.68378,-1.96E-04,-9.80E-04
4480,825.05,3.68287,-1.82E-04,-9.10E-04
4485,825.35,3.68189,-1.96E-04,-9.80E-04
4490,825.75,3.6809,-1.98E-04,-9.90E-04
4495,826.15,3.67984,-2.12E-04,-0.00106
4500,826.55,3.6788,-2.08E-04,-0.00104
4505,827.15,3.67777,-2.06E-04,-0.00103
4510,827.55,3.67681,-1.92E-04,-9.60E-04
4515,827.95,3.67587,-1.88E-04,-9.40E-04
4520,828.35,3.67497,-1.80E-04,-9.00E-04
4525,828.75,3.67402,-1.90E-04,-9.50E-04
4530,829.15,3.67303,-1.98E-04,-9.90E-04
4535,829.55,3.67214,-1.78E-04,-8.90E-04
4540,829.95,3.67123,-1.82E-04,-9.10E-04
4545,830.45,3.67033,-1.80E-04,-9.00E-04
4550,831.05,3.6694,-1.86E-04,-9.30E-04
4555,831.25,3.66847,-1.86E-04,-9.30E-04
4560,831.75,3.66759,-1.76E-04,-8.80E-04
4565,832.05,3.66662,-1.94E-04,-9.70E-04
4570,832.45,3.66577,-1.70E-04,-8.50E-04
4575,832.95,3.66491,-1.72E-04,-8.60E-04
4580,833.15,3.66412,-1.58E-04,-7.90E-04
4585,833.75,3.66329,-1.66E-04,-8.30E-04
4590,834.15,3.6625,-1.58E-04,-7.90E-04
4595,834.75,3.66166,-1.68E-04,-8.40E-04
4600,835.05,3.66088,-1.56E-04,-7.80E-04
4605,835.55,3.6601,-1.56E-04,-7.80E-04
4610,835.85,3.65936,-1.48E-04,-7.40E-04
4615,836.15,3.65863,-1.46E-04,-7.30E-04
4620,836.65,3.65791,-1.44E-04,-7.20E-04
4625,837.15,3.65711,-1.60E-04,-8.00E-04
4630,837.55,3.65635,-1.52E-04,-7.60E-04
4635,837.95,3.65557,-1.56E-04,-7.80E-04
4640,838.55,3.65479,-1.56E-04,-7.80E-04
4645,838.85,3.65411,-1.36E-04,-6.80E-04
4650,839.05,3.6535,-1.22E-04,-6.10E-04
4655,839.45,3.65289,-1.22E-04,-6.10E-04
4660,839.85,3.65222,-1.34E-04,-6.70E-04
4665,840.45,3.65149,-1.46E-04,-7.30E-04
4670,840.75,3.65082,-1.34E-04,-6.70E-04
4675,841.25,3.65016,-1.32E-04,-6.60E-04
4680,841.55,3.64955,-1.22E-04,-6.10E-04
4685,842.15,3.64902,-1.06E-04,-5.30E-04
4690,842.45,3.64841,-1.22E-04,-6.10E-04
4695,842.95,3.64783,-1.16E-04,-5.80E-04
4700,843.45,3.64728,-1.10E-04,-5.50E-04
4705,843.75,3.64668,-1.20E-04,-6.00E-04
4710,844.15,3.64601,-1.34E-04,-6.70E-04
4715,844.65,3.64533,-1.36E-04,-6.80E-04
4720,844.95,3.6446,-1.46E-04,-7.30E-04
4725,845.35,3.64393,-1.34E-04,-6.70E-04
4730,845.75,3.64322,-1.42E-04,-7.10E-04
4735,846.15,3.6425,-1.44E-04,-7.20E-04
4740,846.65,3.6417,-1.60E-04,-8.00E-04
4745,847.15,3.64089,-1.62E-04,-8.10E-04
4750,847.55,3.64009,-1.60E-04,-8.00E-04
4755,847.95,3.63919,-1.80E-04,-9.00E-04
4760,848.15,3.63835,-1.68E-04,-8.40E-04
4765,848.75,3.63745,-1.80E-04,-9.00E-04
4770,849.25,3.63655,-1.80E-04,-9.00E-04
4775,849.55,3.63568,-1.74E-04,-8.70E-04
4780,849.95,3.63479,-1.78E-04,-8.90E-04
4785,850.35,3.63396,-1.66E-04,-8.30E-04
